x [mm];y [mm];x-displacement [mm];y-displacement [mm];Transverse strain Exx - GL [S];Axial strain Eyy - GL [S];Shear strain Exy - GL [S];Maximum normal strain - GL [S];Minimum normal strain - GL [S];Affine transformation a [];Affine transformation b [];Affine transformation c [];Affine transformation d [];Confidence region [pixel];Correlation value [count];Enough pixels valid [];Number of iterations [];Vector status []
376.531;1641.06;1.68957;1.42684;0.0102619;-0.000936313;0.00262659;0.0108474;-0.00152178;1.01136;-0.0028297;-0.00408676;0.993849;0.0295603;0.983176;1;3;1
399.531;1641.06;1.87717;1.49607;0.0091746;0.00218758;-0.000774536;0.00925943;0.00210275;1.00748;0.0144381;-0.00050956;1.01315;0.0326944;0.977961;1;3;1
422.531;1641.06;2.10963;1.49628;0.0102299;0.00111429;-0.000686837;0.0102813;0.00106283;1.00915;0.00173499;-0.00178926;1.00274;0.0293883;0.985981;1;5;1
445.531;1641.06;2.34534;1.52976;0.00969179;-0.0009519;-0.00307894;0.0105183;-0.00177838;1.00947;0.00476974;0.00390743;1.00356;0.0337309;0.986092;1;3;1
468.531;1641.06;2.55329;1.44383;0.012075;-0.00341335;-0.000805419;0.0121168;-0.00345512;1.0126;0.00950565;-0.00868069;0.995748;0.0318411;0.984098;1;4;1
491.531;1641.06;2.89731;1.65503;0.0119217;0.00126389;0.0037283;0.0130964;8.91471e-05;1.01388;0.00210977;-0.00712078;0.999702;0.0258958;0.988105;1;3;1
514.531;1641.06;3.09756;1.73176;0.00863023;0.00193276;0.00038454;0.00865224;0.00191075;1.00571;0.00232793;-0.0023393;1.00057;0.0335098;0.984541;1;3;1
537.531;1641.06;3.29254;1.73193;0.0127319;0.00171311;-0.000101084;0.0127328;0.00171218;1.01703;0.00738073;-0.00379243;0.995657;0.0385633;0.973055;1;3;1
560.531;1641.06;3.67951;1.78966;0.0128621;-0.000860693;-0.000214225;0.0128654;-0.000864037;1.00807;-0.0121288;0.00566957;0.994083;0.0323867;0.977553;1;4;1
583.531;1641.06;3.88029;1.61221;0.00875106;-0.0086512;0.000963009;0.00880419;-0.00870433;1.01364;-0.00358284;-0.00213024;0.975993;0.0315502;0.977886;1;3;1
606.531;1641.06;4.08027;1.85252;0.00978361;0.000748729;0.00259091;0.0104739;5.84755e-05;1.01105;0.0140122;-0.00829263;0.999328;0.0347827;0.979978;1;4;1
629.531;1641.06;4.32704;1.93285;0.0105611;-0.00150569;0.00206055;0.0109033;-0.00184785;1.01205;0.0011869;-0.00250683;0.997805;0.0276365;0.984602;1;3;1
652.531;1641.06;4.56331;1.99988;0.00955679;4.88885e-05;-0.00027126;0.00956452;4.11557e-05;1.00297;0.00996159;-0.00713211;0.990058;0.0369536;0.985288;1;3;1
675.531;1641.06;4.76455;1.97838;0.00955985;-0.00328914;1.715e-05;0.00955987;-0.00328916;1.00937;0.012356;0.0103522;0.984491;0.0397738;0.979543;1;3;1
698.531;1641.06;5.00082;2.12393;0.0110967;0.00377331;-0.00135938;0.0113409;0.00352912;1.00898;0.0021663;-0.0108847;1.00575;0.0366149;0.983371;1;3;1
721.531;1641.06;5.27214;2.05285;0.0129365;0.00159454;2.41773e-06;0.0129365;0.00159454;1.00994;-0.00113946;-0.0024637;0.991469;0.0280677;0.98769;1;3;1
744.531;1641.06;5.592;2.2175;0.0117309;0.00229433;0.00133652;0.0119165;0.00210869;1.01226;0.00016373;-0.00164804;1.00863;0.0313146;0.983203;1;3;1
767.531;1641.06;5.80853;2.15264;0.00961302;-0.000943457;-0.000575029;0.00964425;-0.000974688;1.00762;0.00424743;0.00425438;0.997038;0.0302192;0.983637;1;3;1
790.531;1641.06;6.03196;2.10521;0.0111616;-0.00594229;0.000533616;0.0111783;-0.00595892;1.01289;0.00505784;-0.00022787;0.979545;0.0443529;0.974926;1;4;1
813.531;1641.06;6.3186;2.37305;0.0105744;0.00561123;0.00261629;0.0116988;0.00448681;1.00769;0.00212877;-0.00365717;1.01465;0.0329342;0.976972;1;4;1
836.531;1641.06;6.51475;2.42349;0.0102309;0.00368089;-0.00366126;0.0118682;0.00204362;1.01189;0.0160357;-0.00104806;1.01291;0.0342822;0.968753;1;3;1
859.531;1641.06;6.78684;2.3614;0.0114212;0.0040939;-0.000285454;0.0114323;0.00408279;1.00531;-0.0031334;0.00382428;1.00424;0.0443634;0.974537;1;4;1
882.531;1641.06;7.03698;2.55281;0.013869;0.00834038;-0.000700776;0.0139565;0.00825293;1.0142;0.00600847;-0.00544934;1.0086;0.0332575;0.977675;1;4;1
905.531;1641.06;7.42007;2.55122;0.011198;0.00559344;0.00053985;0.0112496;0.00554191;1.014;-0.0137749;-0.000152436;1.01173;0.0301566;0.983294;1;3;1
928.531;1641.06;7.54921;2.50923;0.0124889;0.000704581;-0.00312318;0.0132654;-7.19772e-05;1.01355;0.0107868;0.00100974;1.00777;0.0406911;0.96473;1;5;1
951.531;1641.06;7.99078;2.40346;0.0119573;-0.00336503;0.000198287;0.0119598;-0.0033676;1.00457;-0.0036849;-0.000696647;0.99637;0.0338483;0.972115;1;5;1
974.531;1641.06;8.09598;2.47039;0.00787855;-0.00498939;0.000194096;0.00788148;-0.00499232;1.01724;0.0182049;-0.00353549;0.981562;0.0344524;0.97875;1;3;1
997.531;1641.06;8.35106;2.66128;0.0088563;0.00467943;0.00102952;0.00909627;0.00443946;1.00516;0.00956963;-0.00138904;1.01756;0.0324639;0.979793;1;3;1
1020.53;1641.06;8.50103;2.69722;0.0154313;0.00372837;2.69906e-05;0.0154313;0.0037283;1.0113;0.00983228;-0.00342601;1.00624;0.0380476;0.971289;1;3;1
1043.53;1641.06;9.05349;3.095;0.013421;0.0191287;0.000750493;0.0192257;0.013324;1.01119;-0.0172404;-0.00271274;1.03701;0.0368493;0.978227;1;8;1
1066.53;1641.06;9.11429;2.65928;0.0118324;-0.002152;-0.00448071;0.0131449;-0.00346448;1.02042;0.00518242;-0.00517958;0.992355;0.0317102;0.980075;1;4;1
1089.53;1641.06;9.5936;2.79016;0.00918863;0.00427187;0.00612566;0.0133308;0.000129695;1.01023;-0.0196075;-0.00623081;1.00664;0.0311492;0.980297;1;3;1
1112.53;1641.06;9.53407;2.96045;0.00533043;0.00879725;-0.00578775;0.0131056;0.00102209;1.0113;0.0223581;-0.00409779;1.01845;0.040033;0.978467;1;4;1
1135.53;1641.06;9.83812;2.84084;0.0157534;0.00448846;-0.00655611;0.0187642;0.00147759;1.00813;0.0125253;-0.00033386;1.00645;0.0367202;0.974613;1;4;1
1158.53;1641.06;10.2527;2.77239;0.0178625;-0.00255934;8.16462e-05;0.0178628;-0.00255967;1.02576;0.000462664;-0.0103013;0.987553;0.0354431;0.972716;1;4;1
1181.53;1641.06;10.6523;3.00373;0.0126013;0.00449661;0.00120544;0.0127768;0.00432112;1.0015;0.00314261;0.007614;1.00366;0.0367535;0.964602;1;3;1
1204.53;1641.06;10.8285;2.94012;0.0143317;-7.48923e-05;-0.000747509;0.0143703;-0.000113574;1.01972;0.00527015;-0.00518207;1.00356;0.03255;0.974325;1;3;1
1227.53;1641.06;11.3068;3.08576;0.014653;0.00630778;0.00506348;0.0170416;0.00391918;1.01465;-0.0144127;-0.00478898;1.00541;0.0372957;0.9571;1;4;1
1250.53;1641.06;11.4972;3.14637;0.0103495;0.00759573;-0.000637236;0.0104898;0.00745542;1.00279;-0.00551954;0.00706411;1.01395;0.0372826;0.965774;1;3;1
1273.53;1641.06;11.7801;2.9028;0.0124326;-0.00458172;-0.00158094;0.0125783;-0.00472737;1.01584;-0.0116016;0.00747459;0.9879;0.0435133;0.962062;1;4;1
31.5305;1618.06;-1.75979;0.673684;0.00972397;-0.000617827;4.98778e-05;0.00972421;-0.000618067;1.00697;-0.00342398;-0.00157888;1.00153;0.028791;0.972989;1;3;1
54.5305;1618.06;-1.53722;0.686981;0.010543;-0.0035339;0.000656287;0.0105736;-0.00356443;1.01162;0.00109217;-0.00181779;0.99791;0.0268936;0.977474;1;3;1
77.5306;1618.06;-1.27744;0.769575;0.0104505;-0.00239333;0.00215103;0.0108012;-0.00274401;1.00852;-0.00114039;-0.00516557;0.994146;0.0276501;0.980538;1;3;1
100.531;1618.06;-1.05921;0.830307;0.00828728;0.000832062;0.00208492;0.00883073;0.000288608;1.01282;-0.00128346;0.00219468;0.998368;0.0240656;0.980362;1;4;1
123.531;1618.06;-0.898109;0.940737;0.00785559;-0.00188166;0.00193634;0.00822651;-0.00225259;1.00392;-0.00113296;-0.00461696;1.00159;0.0232283;0.986411;1;3;1
146.531;1618.06;-0.699399;0.944668;0.0100544;-0.00301418;0.00139265;0.0102011;-0.00316094;1.01315;0.00111228;-0.00066546;0.997859;0.0307022;0.976938;1;4;1
169.531;1618.06;-0.437967;1.01313;0.0113497;-0.00444765;0.00203877;0.0116086;-0.00470653;1.00943;-0.00214426;-0.00352043;0.997896;0.0272655;0.980655;1;3;1
192.531;1618.06;-0.180394;1.06401;0.0105874;0.00123;0.000935444;0.01068;0.0011374;1.01165;0.00190894;-0.00109585;0.999064;0.0268601;0.98268;1;3;1
215.531;1618.06;0.0463725;1.12268;0.00951495;0.00114432;0.00116228;0.00967334;0.000985934;1.00879;0.00182427;-0.00198745;0.998688;0.0277161;0.97315;1;3;1
238.531;1618.06;0.255222;1.09174;0.00961545;-0.00149018;0.00131362;0.00976872;-0.00164345;1.01245;0.00304694;0.00321788;0.998959;0.0275386;0.972942;1;4;1
261.531;1618.06;0.486558;1.16505;0.0108963;-0.000973612;0.000664798;0.0109334;-0.00101073;1.01003;-0.000895702;-0.00958449;0.999287;0.0254401;0.983955;1;4;1
284.531;1618.06;0.753583;1.21603;0.00920516;0.00110203;0.00106922;0.00934387;0.000963322;1.0021;0.00139002;0.0020443;1.00305;0.0228086;0.98752;1;3;1
307.531;1618.06;0.907952;1.26698;0.00893789;0.000660044;0.00137276;0.0091596;0.000438331;1.0121;-0.000550649;-0.005158;0.997954;0.0226753;0.988214;1;3;1
330.531;1618.06;1.16268;1.36171;0.0118638;0.00379459;0.000144087;0.0118664;0.00379202;1.01072;0.00319761;-0.0021315;1.00252;0.0260104;0.989073;1;4;1
353.531;1618.06;1.45043;1.34394;0.0105484;-0.000645878;0.000423014;0.0105644;-0.00066184;1.01186;-0.000193932;-0.00284257;1.00046;0.0277107;0.978596;1;3;1
376.531;1618.06;1.64529;1.44843;0.0108548;0.00044272;0.000711282;0.0109031;0.000394355;1.01119;-0.000727846;-0.00418756;0.996799;0.0267081;0.976261;1;3;1
399.531;1618.06;1.94695;1.44592;0.0111994;0.00142515;-0.00120568;0.0113459;0.00127862;1.00597;-0.00213709;0.000580013;0.99703;0.0274808;0.981451;1;3;1
422.531;1618.06;2.1576;1.47072;0.0112108;-0.000194037;0.000514097;0.011234;-0.000217164;1.01154;0.00317308;-0.00400051;0.998283;0.0231807;0.983147;1;3;1
445.531;1618.06;2.45967;1.55195;0.0107968;-0.0018187;-0.000176642;0.0107993;-0.00182117;1.00718;-0.000946804;-0.00452908;0.995221;0.0227075;0.98486;1;3;1
468.531;1618.06;2.65157;1.52268;0.00896738;-0.00353349;-0.000388801;0.00897946;-0.00354557;1.01633;0.000418866;-0.00191289;0.995952;0.0218217;0.986538;1;3;1
491.531;1618.06;2.87028;1.62599;0.0102024;-0.000454349;0.00213199;0.0106131;-0.000865047;1.00821;-0.000994795;0.000210959;1.00372;0.0249554;0.979383;1;3;1
514.531;1618.06;3.11822;1.68736;0.00995207;-9.85924e-05;0.000605011;0.00998836;-0.000134881;1.01082;0.000640996;-0.00215745;1.00269;0.0250037;0.979599;1;3;1
537.531;1618.06;3.32577;1.69259;0.0111951;-0.000321384;0.000333601;0.0112048;-0.000331039;1.00913;-0.00582506;-0.0040579;1.00012;0.0266725;0.983532;1;3;1
560.531;1618.06;3.63019;1.80952;0.0118441;-0.000738685;0.00133315;0.0119838;-0.000878382;1.00983;0.00468862;7.28392e-05;0.999426;0.024336;0.987803;1;4;1
583.531;1618.06;3.86726;1.81206;0.0107299;-0.00572935;-4.20949e-05;0.01073;-0.00572946;1.01352;0.00145331;-0.00354795;0.99831;0.0247886;0.984423;1;3;1
606.531;1618.06;4.12113;1.83534;0.00959022;-0.000557884;0.000742282;0.00964422;-0.000611891;1.00745;0.000615624;-0.00424057;0.992738;0.0245402;0.986973;1;3;1
629.531;1618.06;4.30605;1.96752;0.0104315;-8.01862e-05;0.00142037;0.0106201;-0.000268729;1.00512;0.00170188;-0.00243069;0.998153;0.0209645;0.991167;1;4;1
652.531;1618.06;4.59822;1.99878;0.0113472;0.00190062;4.66073e-05;0.0113474;0.00190039;1.01774;-0.00583196;0.00319671;1.00432;0.024631;0.986425;1;4;1
675.531;1618.06;4.82501;2.05423;0.0109601;0.000961305;4.9704e-05;0.0109603;0.000961058;1.00613;-0.00564761;-0.00495152;1.00382;0.0241911;0.987844;1;4;1
698.531;1618.06;5.09963;2.03752;0.0107813;0.00265991;-0.00121792;0.01096;0.0024812;1.01574;0.00416653;0.00199059;1.00168;0.0252023;0.985964;1;3;1
721.531;1618.06;5.31829;2.01625;0.0105156;-0.000489519;0.000162418;0.010518;-0.000491916;1.00746;0.00604126;0.000845568;1.00224;0.0275811;0.983405;1;4;1
744.531;1618.06;5.58066;2.16479;0.0100751;0.0006;0.00105865;0.010192;0.000483158;1.0118;0.00440255;-0.0111646;0.996057;0.0259901;0.982518;1;3;1
767.531;1618.06;5.77917;2.17437;0.0117076;9.09106e-05;0.000725612;0.0117528;4.57623e-05;1.01191;-0.00563006;0.0025189;0.996716;0.0259277;0.985388;1;3;1
790.531;1618.06;6.11603;2.24245;0.0126608;-0.00100089;-0.000746472;0.0127014;-0.00104155;1.01461;0.00483144;-0.00143227;1.00645;0.0283239;0.984985;1;4;1
813.531;1618.06;6.35787;2.24439;0.0122425;0.00212787;0.000620463;0.0122804;0.00208995;1.00659;0.00202844;-0.0065738;0.995304;0.0234826;0.985628;1;3;1
836.531;1618.06;6.67568;2.33954;0.0110639;0.00246548;-0.00176457;0.0114119;0.00211744;1.01261;-0.00205771;0.00375202;0.994401;0.027917;0.981581;1;4;1
859.531;1618.06;6.86402;2.26756;0.010654;0.00253302;-0.000327305;0.0106671;0.00251985;1.01428;0.00205626;-0.00573121;1.00161;0.0313062;0.969711;1;4;1
882.531;1618.06;7.16317;2.36211;0.0111502;0.0063868;0.000437503;0.01119;0.00634695;1.00768;0.00797915;-0.00483855;1.00554;0.0291627;0.968442;1;3;1
905.531;1618.06;7.37384;2.42298;0.0099425;0.00333127;0.00191575;0.0104575;0.00281626;1.00885;0.00380048;-0.00367912;1.00056;0.0287324;0.980263;1;4;1
928.531;1618.06;7.61809;2.49313;0.0128826;-0.000488857;-0.000726301;0.012922;-0.000528192;1.01731;0.00121189;-0.00531943;0.992248;0.0274529;0.977698;1;3;1
951.531;1618.06;7.96264;2.481;0.013049;-0.000918151;0.00120786;0.0131527;-0.00102184;1.01121;-2.31934e-05;0.00359755;1.00045;0.0240743;0.989225;1;3;1
974.531;1618.06;8.21439;2.58574;0.00992895;-0.00145906;-0.000301777;0.00993694;-0.00146705;1.01246;0.00185827;-0.00284058;1.00466;0.0266563;0.981859;1;3;1
997.531;1618.06;8.41707;2.554;0.0109244;0.00112358;-0.0018398;0.0112584;0.000789598;1.01702;0.00282857;0.000867786;0.99318;0.0252685;0.983985;1;4;1
1020.53;1618.06;8.71419;2.61261;0.012763;0.00212093;-0.00147434;0.0129635;0.00192045;1.0099;0.00566115;-0.00333841;0.998061;0.0247734;0.978297;1;3;1
1043.53;1618.06;9.00034;2.65923;0.00990935;0.0103979;0.000903924;0.0110899;0.00921726;1.01048;0.00641224;-0.00455717;1.00227;0.0251092;0.9824;1;3;1
1066.53;1618.06;9.16768;2.70889;0.0101354;-0.000117903;-0.00185727;0.0104615;-0.000443956;1.01084;0.00540127;-2.38907e-05;1.00261;0.0236881;0.981853;1;3;1
1089.53;1618.06;9.46422;2.69247;0.0143773;0.000712244;0.00111847;0.0144683;0.000621303;1.01531;0.0062373;-0.00153596;0.995509;0.0202674;0.99075;1;4;1
1112.53;1618.06;9.82432;2.76081;0.0126413;0.00454162;-0.00233641;0.0132669;0.00391598;1.0091;-0.00246988;0.000763635;1.00004;0.0234991;0.986982;1;3;1
1135.53;1618.06;10.0421;2.73874;0.0110293;0.000849268;-0.00171055;0.0113091;0.000569532;1.01211;-0.00165668;-0.00130007;1.00579;0.0244259;0.984528;1;3;1
1158.53;1618.06;10.3289;2.83146;0.0139867;0.000307551;0.000525665;0.0140068;0.00028738;1.01495;0.000151309;-0.00464203;1.00435;0.0235282;0.986096;1;3;1
1181.53;1618.06;10.6807;2.90055;0.0125581;0.0021062;0.000716683;0.012607;0.00205729;1.01165;-0.0021797;-0.00148168;1.00257;0.0269452;0.97677;1;3;1
1204.53;1618.06;10.9028;2.94197;0.0109025;0.0012806;-0.00149315;0.0111288;0.00105422;1.01047;0.000172749;-0.00304283;0.998741;0.0240327;0.986562;1;3;1
1227.53;1618.06;11.1795;2.94148;0.0116357;0.00208736;0.00118565;0.0117808;0.00194234;1.0146;0.00127159;-0.00216685;1.0035;0.0255125;0.981111;1;3;1
1250.53;1618.06;11.435;2.97241;0.00945649;0.00214794;0.000813074;0.00954585;0.00205857;1.00777;-0.00216466;-0.000145334;0.996371;0.0249474;0.981564;1;3;1
1273.53;1618.06;11.6124;3.00903;0.0077473;-0.00246507;0.00253783;0.00834319;-0.00306096;1.01034;-0.00560922;0.00706283;0.996611;0.0335419;0.976066;1;3;1
31.5305;1595.06;-1.7935;0.715381;0.0122617;0.000269846;0.00125001;0.0123906;0.000140932;1.00659;0.00136293;-0.00738159;0.998086;0.0289261;0.979273;1;3;1
54.5305;1595.06;-1.51322;0.756995;0.0101962;-0.00145525;0.0010826;0.010296;-0.00155499;1.01475;0.00272956;-0.00317415;1.00117;0.0283907;0.963263;1;3;1
77.5306;1595.06;-1.32711;0.873784;0.00900473;-0.00129187;0.00105818;0.00911236;-0.00139949;1.01336;0.000148182;-0.00309092;1.00182;0.0279574;0.971947;1;4;1
100.531;1595.06;-1.10094;0.845063;0.0104165;0.000171302;0.000662349;0.0104591;0.000128659;1.00709;-0.0005167;0.00357601;0.999437;0.0229186;0.988654;1;3;1
123.531;1595.06;-0.850458;0.933158;0.0102293;0.00157716;0.000534498;0.0102622;0.00154427;1.01651;0.000786879;-0.00270813;1.00444;0.0219758;0.988059;1;3;1
146.531;1595.06;-0.632912;0.958633;0.00893801;0.000915579;0.000492833;0.00896817;0.000885416;1.00201;0.00178441;-0.0034865;1.0044;0.0275877;0.979936;1;3;1
169.531;1595.06;-0.441307;1.06112;0.00950327;0.000932753;0.000570062;0.00954102;0.000895002;1.01592;0.000598748;-0.00408032;1.00458;0.0287945;0.980539;1;3;1
192.531;1595.06;-0.19787;1.02753;0.0106375;-2.60594e-05;-0.000458576;0.0106572;-4.57437e-05;1.01261;-0.00524752;0.00460206;1.00196;0.0260245;0.98799;1;3;1
215.531;1595.06;0.0454207;1.01532;0.00963738;0.000804479;0.00313177;0.0106351;-0.000193219;1.00833;-0.00347808;-0.00520324;1.00634;0.0293681;0.974626;1;4;1
238.531;1595.06;0.243092;1.1774;0.0101409;-0.000644816;0.00170561;0.0104042;-0.000908106;1.00703;-0.000222079;-0.00139881;1.00228;0.0274954;0.984097;1;4;1
261.531;1595.06;0.509118;1.21829;0.0119305;-7.71138e-05;-0.000197328;0.0119338;-8.03557e-05;1.01275;0.00527112;-0.00193793;0.999454;0.0237577;0.983531;1;3;1
284.531;1595.06;0.788655;1.2013;0.00988362;0.000306954;0.00110737;0.01001;0.000180574;1.00289;-0.000935237;-0.00746181;1.00135;0.0226025;0.986793;1;3;1
307.531;1595.06;0.961374;1.34258;0.00886273;-0.000282048;7.74562e-05;0.00886338;-0.000282704;1.00761;0.00783802;-0.0018048;0.998847;0.0246245;0.985215;1;3;1
330.531;1595.06;1.19443;1.3071;0.0107892;0.0018002;5.55585e-05;0.0107896;0.00179986;1.01204;0.000310544;0.00271976;0.999338;0.0228553;0.985444;1;3;1
353.531;1595.06;1.45502;1.3735;0.0116198;-0.00106015;-3.93822e-05;0.0116199;-0.00106027;1.01424;0.00482155;-0.000584946;1.00269;0.023117;0.989741;1;4;1
376.531;1595.06;1.72576;1.4065;0.012115;0.00220587;-0.000496324;0.0121398;0.00218107;1.01006;0.00687272;-0.00177012;1.00552;0.0240639;0.986414;1;3;1
399.531;1595.06;2.00894;1.43075;0.00965576;-0.000734142;0.000645308;0.00969569;-0.000774068;1.00425;-0.00164919;-0.00146207;0.998056;0.0268287;0.981959;1;4;1
422.531;1595.06;2.1677;1.50524;0.00882471;-0.00230491;0.00212249;0.00921575;-0.00269595;1.00866;-0.00401832;-0.00116422;0.995352;0.021833;0.984989;1;3;1
445.531;1595.06;2.41274;1.61355;0.0108029;-0.00112221;0.00225654;0.0112156;-0.00153492;1.01119;0.000888038;-0.00661514;0.997539;0.0227042;0.987742;1;4;1
468.531;1595.06;2.66187;1.60678;0.00990494;-0.00184843;0.00100512;0.00999027;-0.00193377;1.00904;-2.67891e-05;-0.00436364;0.995172;0.0223196;0.986684;1;3;1
491.531;1595.06;2.86609;1.67594;0.00975799;-7.88986e-05;0.0013768;0.00994705;-0.000267965;1.007;-0.001693;0.00171685;0.99549;0.0277569;0.979898;1;3;1
514.531;1595.06;3.10838;1.7363;0.0113007;0.000130099;0.000239122;0.0113058;0.000124983;1.01067;0.00132044;-0.00233435;0.99984;0.0317593;0.969885;1;5;1
537.531;1595.06;3.38296;1.74681;0.0124237;0.000781612;-0.000521775;0.012447;0.000758274;1.00954;0.0107084;0.00110721;1.00235;0.0311304;0.984794;1;4;1
560.531;1595.06;3.67628;1.82365;0.0115163;0.00115825;0.000419934;0.0115333;0.00114125;1.01332;0.00174515;-0.00460544;0.999237;0.0244145;0.984536;1;4;1
583.531;1595.06;3.90952;1.87653;0.0107151;-0.000245872;-0.000719219;0.0107621;-0.000292863;1.0088;0.00496345;-0.00467501;1.00081;0.0231225;0.986195;1;3;1
606.531;1595.06;4.16653;1.87827;0.00983011;-0.000344608;0.000143375;0.00983213;-0.000346628;1.00854;-0.00116331;0.00323613;1.0029;0.0278424;0.983224;1;3;1
629.531;1595.06;4.35946;1.93655;0.0104553;0.000835609;-0.00123031;0.0106102;0.000680753;1.01615;0.00533623;-0.00685288;0.996927;0.0269102;0.981734;1;4;1
652.531;1595.06;4.64498;1.91261;0.00958742;0.000263867;-0.000484568;0.00961254;0.00023875;1.00617;0.00540731;0.00513403;0.995393;0.0310254;0.973947;1;3;1
675.531;1595.06;4.79839;1.93419;0.00937193;0.0026446;2.44538e-05;0.00937202;0.00264451;1.01692;0.00885837;0.00340569;1.00012;0.026548;0.987157;1;3;1
698.531;1595.06;5.074;2.0018;0.0127997;0.000793938;0.0008647;0.0128617;0.000731979;1.00897;0.00193945;-0.00642486;0.998906;0.0224542;0.990348;1;3;1
721.531;1595.06;5.38324;2.07551;0.0126572;-0.000279671;0.000971674;0.0127298;-0.000352245;1.01557;-0.00146443;-0.000999534;0.999282;0.0269134;0.981118;1;4;1
744.531;1595.06;5.65221;2.18994;0.00952591;0.00177502;-0.000639847;0.00957838;0.00172256;1.00514;-0.00244523;-0.00309519;1.00482;0.0304362;0.978491;1;4;1
767.531;1595.06;5.81931;2.14846;0.011295;0.00139021;-0.00278327;0.0120236;0.000661689;1.01766;0.00934865;-0.00141956;1.00081;0.0301158;0.971864;1;3;1
790.531;1595.06;6.16887;2.15148;0.0117905;0.0011985;0.000696804;0.0118362;0.00115286;1.0085;-0.00445429;0.00305387;0.995975;0.0251998;0.976728;1;4;1
813.531;1595.06;6.35834;2.27529;0.0115816;-0.000314484;0.000596568;0.0116114;-0.000344326;1.0151;0.00296025;-0.0072465;0.997764;0.0238503;0.985221;1;4;1
836.531;1595.06;6.6983;2.31058;0.0105046;0.0025284;-0.000845449;0.0105932;0.00243977;1.00962;0.00111689;0.00491615;1.00564;0.0238502;0.981963;1;3;1
859.531;1595.06;6.83903;2.24506;0.00990921;-0.00128077;-0.0015524;0.0101206;-0.00149214;1.00788;0.00290816;0.00238714;0.996703;0.0261862;0.974562;1;4;1
882.531;1595.06;7.15186;2.26009;0.0117406;0.000765642;0.000536595;0.0117668;0.000739469;1.0186;-0.00378982;-0.00768623;1.00106;0.02996;0.964633;1;3;1
905.531;1595.06;7.37571;2.39826;0.0113988;0.0016959;0.0014025;0.0115974;0.00149725;1.00125;0.00311888;-0.00822081;1.00267;0.0253418;0.976089;1;3;1
928.531;1595.06;7.67245;2.53189;0.0130564;0.00226417;-0.000362805;0.0130686;0.00225199;1.01397;0.000705555;0.00381576;1.01197;0.0259107;0.979327;1;3;1
