x [mm];y [mm];x-displacement [mm];y-displacement [mm];Transverse strain Exx - GL [S];Axial strain Eyy - GL [S];Shear strain Exy - GL [S];Maximum normal strain - GL [S];Minimum normal strain - GL [S];Affine transformation a [];Affine transformation b [];Affine transformation c [];Affine transformation d [];Confidence region [pixel];Correlation value [count];Enough pixels valid [];Number of iterations [];Vector status []
399.531;1641.06;2.47138;2.39415;-0.00837425;-0.00511782;-0.000320138;-0.00508665;-0.00840543;0.989217;0.0034643;-0.00225544;1.00778;0.0292317;0.983231;1;3;1
422.531;1641.06;2.27347;2.29148;-0.00606568;-0.00925088;-0.00341466;-0.00389048;-0.0114261;0.995018;0.008038;-0.00689204;0.986929;0.032812;0.983636;1;4;1
445.531;1641.06;2.19147;2.33759;-0.00413553;-0.00778753;-0.00148852;-0.00360569;-0.00831737;0.996378;0.0130211;-0.000317204;0.980565;0.0359678;0.98469;1;3;1
468.531;1641.06;2.08277;2.37394;-0.00427514;-0.00808681;-0.000517503;-0.00420613;-0.00815583;0.996735;0.0027366;-0.00354447;0.993135;0.0368074;0.979562;1;3;1
491.531;1641.06;1.9942;2.46924;-0.00385197;-0.00699142;-0.000603643;-0.0037399;-0.00710348;0.997175;0.00275058;0.000708799;0.993005;0.0289255;0.985551;1;3;1
514.531;1641.06;1.90516;2.45731;-0.0045569;-0.0112201;0.00134102;-0.00429713;-0.0114799;0.991803;-0.00298078;-0.00596409;0.986405;0.037945;0.980117;1;3;1
537.531;1641.06;1.78394;2.59327;-0.00422097;-0.00321738;0.00269434;-0.000978502;-0.00645985;0.990108;-0.000527709;-0.0014319;0.99347;0.0405268;0.971274;1;4;1
560.531;1641.06;1.7104;2.58474;-0.00742907;-0.00862786;0.00067728;-0.00712404;-0.00893289;0.996657;-0.00755021;-0.00200363;0.982319;0.0319584;0.978191;1;4;1
583.531;1641.06;1.4409;2.54565;-0.00677819;-0.0082323;-0.00144034;-0.0058918;-0.00911869;0.994117;0.0114058;0.0106242;0.986885;0.032188;0.977809;1;4;1
606.531;1641.06;1.39753;2.61918;-0.00414652;-0.00844356;0.00292611;-0.00266486;-0.00992522;0.992341;0.00471343;-0.0142406;0.986703;0.0377714;0.976711;1;4;1
629.531;1641.06;1.24903;2.80349;-0.00799748;-0.00344353;0.0028765;-0.00205187;-0.00938914;0.992671;-0.00443032;-0.00254673;0.997123;0.0296514;0.982011;1;4;1
652.531;1641.06;1.02751;2.86346;-0.00775663;-0.00140714;-0.00415644;0.000648311;-0.00981209;0.986728;0.0135011;-0.00446356;0.990924;0.0404735;0.981185;1;4;1
675.531;1641.06;0.890566;2.64701;-0.00579233;-0.0153212;-0.00102666;-0.00568297;-0.0154305;0.995623;0.00317131;0.0136895;0.95669;0.0387476;0.982176;1;4;1
698.531;1641.06;0.760283;2.88153;-0.00683861;-0.00374978;-0.000535559;-0.00365956;-0.00692883;0.991405;0.00700223;-0.00892757;1.00478;0.0334913;0.987595;1;4;1
721.531;1641.06;0.574484;2.84377;-0.0081926;-0.00268954;-0.00110416;-0.00247626;-0.00840588;0.990631;0.00666508;-0.00422581;0.991176;0.0300581;0.986139;1;4;1
744.531;1641.06;0.381634;3.02755;-0.00558195;0.000254392;-0.00383025;0.00215146;-0.00747902;0.99069;0.0161821;0.00157415;1.00193;0.033542;0.981023;1;4;1
767.531;1641.06;0.316644;3.02261;-0.00297878;-0.00226972;-0.00315198;0.000547613;-0.00579611;1.00131;0.0135089;-0.00752937;0.992117;0.0295152;0.982561;1;5;1
790.531;1641.06;0.244402;3.01059;-0.00363322;-0.00489097;-0.000255411;-0.00358333;-0.00494086;0.99433;0.00732788;0.0106649;0.987103;0.0453206;0.973804;1;4;1
813.531;1641.06;0.148848;3.2051;-0.00433448;0.00365116;0.0021749;0.00420508;-0.0048884;0.992077;-0.00441275;0.00209558;1.0099;0.0336134;0.973709;1;5;1
836.531;1641.06;0.0443856;3.14464;-0.00706877;-0.00270818;-0.00139246;-0.00230146;-0.00747549;0.994033;-0.000436193;-0.00518663;0.999771;0.0293579;0.977476;1;3;1
859.531;1641.06;-0.177572;3.11032;-0.00463554;-0.0069661;0.00222106;-0.00329264;-0.00830901;0.988158;-0.00822677;-0.000945712;0.988571;0.045151;0.974823;1;3;1
882.531;1641.06;-0.169983;3.38623;-0.00584635;0.00525955;0.00409877;0.00660842;-0.00719522;0.995601;-0.010564;-0.00754529;1.00405;0.0362284;0.97368;1;5;1
905.531;1641.06;-0.44812;3.38516;-0.00990433;0.00277251;-0.00434984;0.00412153;-0.0112533;0.997454;0.0017581;-0.00509337;1.00625;0.031603;0.981547;1;3;1
928.531;1641.06;-0.628052;3.25443;-0.0056305;-0.00800985;-0.00471706;-0.00195541;-0.0116849;0.995058;0.0136506;0.00610639;0.988894;0.0359976;0.972445;1;5;1
951.531;1641.06;-0.708129;3.22738;-0.00545375;-0.00706303;-0.00311549;-0.00304067;-0.00947611;0.983703;0.0109176;-0.0103833;0.983539;0.0311434;0.975593;1;3;1
974.531;1641.06;-0.879633;3.21097;-0.00599096;-0.0129959;-0.000270596;-0.00598052;-0.0130064;1.00031;0.0122731;0.00308636;0.97157;0.0329561;0.981112;1;3;1
997.531;1641.06;-0.984903;3.40866;-0.00698396;-0.00332645;0.00395185;-0.000800729;-0.00950968;0.989703;0.00558697;-0.000901745;1.00838;0.0343723;0.977364;1;5;1
1020.53;1641.06;-1.20388;3.62294;-0.0103231;0.00379607;-0.00140043;0.00393363;-0.0104606;0.990685;0.00344972;-0.00127292;1.01545;0.0394341;0.967734;1;4;1
1043.53;1641.06;-1.46245;3.54606;-0.00391793;-0.00157133;-0.00768527;0.00502969;-0.010519;0.994848;0.0169995;-0.00700651;0.997407;0.0373847;0.978268;1;7;1
1066.53;1641.06;-1.38483;3.44031;0.0017878;-0.0117159;0.00101705;0.00186397;-0.0117921;1.00014;-0.00751225;-0.00571703;0.979851;0.0322439;0.979395;1;7;1
1089.53;1641.06;-1.38028;3.54283;-0.00955444;-0.00697299;0.0060204;-0.00210651;-0.0144209;0.996164;-0.0271948;-0.00587081;0.992112;0.0338798;0.977526;1;3;1
1112.53;1641.06;-1.82745;3.74204;-0.0130104;0.000564897;-0.00287142;0.00114727;-0.0135927;0.992561;0.00943277;-0.000750421;1.00928;0.0390492;0.979735;1;4;1
1135.53;1641.06;-1.98294;3.69074;-0.00542771;-0.00049228;-0.00742196;0.00486145;-0.0107814;0.990204;0.019838;-0.00333633;1.0052;0.036687;0.975168;1;3;1
1158.53;1641.06;-2.07818;3.55664;-0.00254114;-0.0112405;-0.00189961;-0.00214443;-0.0116372;1.00407;0.00341269;-0.00186117;0.983439;0.0333627;0.976582;1;5;1
1181.53;1641.06;-2.10001;3.74132;-0.00258427;-0.00432659;0.00122197;-0.00195472;-0.00495614;0.989682;0.00162673;0.0019862;0.994003;0.0357931;0.96631;1;3;1
1204.53;1641.06;-2.1978;3.78987;-0.00335939;-0.00486767;0.00294046;-0.00107791;-0.00714916;1.0008;-0.000134098;-0.00602055;1.00466;0.0293751;0.97957;1;4;1
1227.53;1641.06;-2.25571;4.02962;-0.00703482;0.00234796;0.00253778;0.00299037;-0.00767724;0.990439;-0.0127663;-0.00880315;1.00577;0.0365123;0.957127;1;5;1
1250.53;1641.06;-2.52284;3.95127;-0.00763043;-0.00166963;-0.00201941;-0.00104992;-0.00825014;0.993655;0.00312821;0.00629713;1.00566;0.0308997;0.976579;1;5;1
1273.53;1641.06;-2.60823;3.90466;-0.00370388;-0.00542413;0.000244651;-0.00366977;-0.00545825;0.998731;-0.000142471;-0.00140761;0.994187;0.0329094;0.977855;1;5;1
31.5305;1618.06;4.47195;1.6285;-0.00440792;-0.00303413;0.000760936;-0.00269592;-0.00474614;0.996287;-0.00210419;-0.00759948;0.994573;0.0259755;0.978714;1;3;1
54.5305;1618.06;4.37025;1.6953;-0.005058;-0.00207026;-0.000662309;-0.00193003;-0.00519824;0.994466;0.00308093;0.000865521;0.992681;0.0275247;0.976873;1;3;1
77.5306;1618.06;4.23859;1.72563;-0.00570279;-0.00670419;0.00148829;-0.00463323;-0.00777374;0.987923;-0.00486878;-0.0019843;0.987228;0.0276761;0.980466;1;3;1
100.531;1618.06;4.10707;1.79132;-0.00567703;-0.0056137;0.00175077;-0.00389431;-0.00739642;1.00317;-0.00209708;-0.00280572;0.988739;0.0250757;0.978198;1;4;1
123.531;1618.06;3.97646;1.87398;-0.00538793;-0.00674035;0.00046412;-0.00524398;-0.0068843;0.990771;0.00410298;-0.00496871;0.998888;0.0241598;0.985393;1;4;1
146.531;1618.06;3.85848;1.8735;-0.00569273;-0.0059264;-0.000982143;-0.0048205;-0.00679863;0.997789;0.00482486;-0.000188887;0.991361;0.0277402;0.980853;1;4;1
169.531;1618.06;3.71369;1.99171;-0.00424927;-0.00607734;0.00183634;-0.00311207;-0.00721455;0.996672;0.0044695;-0.00787287;0.988558;0.0314965;0.973883;1;3;1
192.531;1618.06;3.66231;2.03385;-0.00332011;-0.00504361;-0.000543025;-0.00316329;-0.00520043;0.99893;-0.000937045;0.00572896;0.991342;0.0288347;0.980101;1;3;1
215.531;1618.06;3.56069;2.03714;-0.00511032;-0.00770598;-0.000175731;-0.00509847;-0.00771782;0.992408;-0.000391723;-0.00280577;0.991623;0.0292897;0.969373;1;3;1
238.531;1618.06;3.42656;2.1139;-0.00688557;-0.00913581;0.00170433;-0.00596847;-0.0100529;0.997013;0.00136848;-0.00593849;0.99099;0.0296844;0.96685;1;3;1
261.531;1618.06;3.24255;2.20421;-0.00659088;-0.00512875;-0.000426727;-0.00501332;-0.00670631;0.98793;0.00169419;-0.00641021;0.991028;0.0253868;0.984077;1;4;1
284.531;1618.06;3.12222;2.23549;-0.00602495;-0.0068662;-0.000492589;-0.00579783;-0.00709332;0.998344;0.00461601;0.00259979;0.993659;0.024302;0.98586;1;3;1
307.531;1618.06;2.96454;2.24756;-0.0039783;-0.00297858;-0.000562952;-0.00272559;-0.00423128;0.989171;-0.00223208;-0.00303985;0.991816;0.0252881;0.985289;1;3;1
330.531;1618.06;2.93879;2.3087;-0.00368828;-0.00287324;-0.00136774;-0.0018536;-0.00470792;0.999532;-0.000721362;0.000277056;0.995043;0.0272199;0.988011;1;3;1
353.531;1618.06;2.79452;2.31101;-0.00584389;-0.00702053;0.000547337;-0.00562866;-0.00723577;0.996612;0.00236699;-0.00674079;0.992238;0.0254983;0.981836;1;4;1
376.531;1618.06;2.66902;2.42856;-0.00581355;-0.00641547;0.00112671;-0.0049483;-0.00728072;0.995306;0.00563556;-0.00373105;0.993958;0.0269876;0.975827;1;4;1
399.531;1618.06;2.52588;2.51222;-0.00575813;-0.00379147;-0.000825729;-0.00349076;-0.00605885;0.99306;0.00191382;0.00110634;0.989682;0.0278854;0.980884;1;4;1
422.531;1618.06;2.40332;2.50562;-0.00487005;-0.00606954;-0.00169638;-0.00367052;-0.00726907;0.991358;0.00225348;-0.00624957;0.994396;0.0266074;0.977891;1;4;1
445.531;1618.06;2.30131;2.51767;-0.00500998;-0.00690341;-0.00133604;-0.00431923;-0.00759416;0.994197;-0.00299077;0.000977017;1.00004;0.0263546;0.979734;1;3;1
468.531;1618.06;2.17225;2.56088;-0.00515057;-0.00737588;2.78972e-05;-0.00515022;-0.00737623;0.998765;0.00317151;-0.000875668;0.990347;0.0225171;0.985895;1;3;1
491.531;1618.06;2.06363;2.63071;-0.00579168;-0.0060462;0.000796998;-0.00511185;-0.00672603;0.993702;0.00220592;-0.00158273;0.994356;0.0261001;0.977734;1;3;1
514.531;1618.06;1.90479;2.71683;-0.00737175;-0.00694757;-0.000301936;-0.00679068;-0.00752864;0.993163;-0.00168993;-0.00206005;0.993663;0.0279125;0.975216;1;4;1
537.531;1618.06;1.72325;2.66747;-0.00540927;-0.00434641;0.000446018;-0.00418405;-0.00557163;0.993899;-0.00379031;-0.00129748;0.993157;0.0278761;0.982017;1;3;1
560.531;1618.06;1.65523;2.78411;-0.00430378;-0.00728302;0.000544081;-0.00420753;-0.00737927;0.993719;0.00613551;0.00154901;0.991519;0.0248351;0.987269;1;4;1
583.531;1618.06;1.5248;2.73593;-0.00573343;-0.0087922;-0.00115304;-0.00534748;-0.00917816;0.993667;0.00107609;-0.00115827;0.992081;0.0233887;0.986133;1;3;1
606.531;1618.06;1.39073;2.81421;-0.00620271;-0.00693002;0.00064095;-0.00582944;-0.0073033;0.99333;0.00507268;-0.00491707;0.993602;0.0245971;0.986645;1;4;1
629.531;1618.06;1.23835;2.88283;-0.00540242;-0.00591316;0.000673558;-0.00493745;-0.00637813;0.993169;0.00309107;-0.00341475;0.995817;0.0226453;0.989711;1;3;1
652.531;1618.06;1.14147;2.89613;-0.00630991;-0.00271536;-0.00061298;-0.0026137;-0.00641157;0.994584;0.00152262;0.00251972;0.999994;0.0241136;0.98703;1;3;1
675.531;1618.06;0.947015;3.00221;-0.00558501;-0.0087574;-0.00039105;-0.00553752;-0.0088049;0.98936;0.000519106;-0.00184889;0.999895;0.0228283;0.989017;1;3;1
698.531;1618.06;0.883778;2.96827;-0.00537244;-0.00395316;-0.00240187;-0.00215829;-0.00716731;0.999308;0.00610163;0.00341582;0.994743;0.0220759;0.989332;1;3;1
721.531;1618.06;0.699114;2.90605;-0.00509535;-0.00661144;-0.00207015;-0.00364882;-0.00805797;0.992331;0.00836398;0.000205461;0.995679;0.0280811;0.982873;1;4;1
744.531;1618.06;0.648758;3.02325;-0.00531657;-0.00514669;-0.00125359;-0.00397516;-0.00648809;0.99534;0.00746398;-0.00620012;0.990967;0.0253002;0.98314;1;4;1
767.531;1618.06;0.453586;3.07528;-0.00652905;-0.00443057;-0.0008152;-0.00415111;-0.00680851;0.998287;-0.000549437;-0.00349812;0.992638;0.0268426;0.984253;1;3;1
790.531;1618.06;0.347325;3.12359;-0.00731297;-0.00588406;-0.00137678;-0.0050474;-0.00814963;0.990956;0.0050958;-0.000259362;0.998034;0.0272268;0.986136;1;3;1
813.531;1618.06;0.115927;3.1213;-0.00619706;-0.00112575;0.000119237;-0.00112295;-0.00619986;0.991079;0.00554356;-0.00460309;0.995198;0.0211278;0.988297;1;3;1
836.531;1618.06;0.0612955;3.20702;-0.00596875;-0.0048211;0.000869808;-0.00435289;-0.00643696;0.992009;0.000547682;-0.00077246;0.992341;0.02594;0.983995;1;4;1
859.531;1618.06;-0.159705;3.27111;-0.00611036;-0.00691604;-0.00108312;-0.0053576;-0.00766881;0.994448;0.00483051;-0.00398795;0.999127;0.0317862;0.968625;1;4;1
882.531;1618.06;-0.220683;3.26564;-0.00332125;-0.000553389;6.04061e-05;-0.000552071;-0.00332257;0.997451;0.00661753;-0.00233048;1.00307;0.0262011;0.974005;1;3;1
905.531;1618.06;-0.312765;3.32188;-0.00579871;-0.00191799;0.000129447;-0.00191368;-0.00580303;0.999084;0.00499165;-0.00625252;0.999104;0.0285655;0.980498;1;4;1
928.531;1618.06;-0.488533;3.43982;-0.00591509;-0.00693065;-0.00141613;-0.00491846;-0.00792728;0.99053;0.00124011;0.00258217;0.995673;0.0257692;0.980339;1;4;1
951.531;1618.06;-0.585721;3.39074;-0.00625267;-0.00753463;-0.00103548;-0.00567584;-0.00811146;0.995736;0.00111685;-0.00231986;0.994503;0.0232388;0.989978;1;4;1
974.531;1618.06;-0.777118;3.51207;-0.00812765;-0.00807133;-0.000492239;-0.00760644;-0.00859253;0.997932;0.00316275;-0.00354461;0.998102;0.0238026;0.985599;1;3;1
997.531;1618.06;-0.961222;3.48531;-0.00632719;-0.00520782;2.0069e-05;-0.00520746;-0.00632755;0.996759;-0.000419319;-0.000130925;0.990269;0.0258526;0.983214;1;3;1
1020.53;1618.06;-1.0691;3.53619;-0.00515455;-0.00190576;-0.00111106;-0.00156213;-0.00549818;0.990919;0.00629234;-0.000151014;0.991815;0.0231488;0.981158;1;4;1
1043.53;1618.06;-1.19905;3.58374;-0.0078749;-0.00338822;-0.00231555;-0.00240753;-0.00885558;0.993735;0.00923868;-0.00643297;0.998878;0.0227449;0.985386;1;3;1
1066.53;1618.06;-1.43312;3.71143;-0.00670436;-0.00713454;0.0008981;-0.00599595;-0.00784295;0.996104;0.00194892;-0.00356998;0.999813;0.0217349;0.984708;1;3;1
1089.53;1618.06;-1.50865;3.70413;-0.00402466;-0.00768646;0.000661024;-0.00390899;-0.00780214;0.993313;0.00989704;0.00111392;0.991633;0.0202188;0.990797;1;4;1
1112.53;1618.06;-1.61863;3.72999;-0.00486127;-0.00258449;-0.00229127;-0.00116439;-0.00628137;0.994865;0.00194716;0.00115692;0.997356;0.0251921;0.984962;1;3;1
1135.53;1618.06;-1.73282;3.70343;-0.00751056;-0.00463757;-0.00149304;-0.00400218;-0.00814594;0.992681;-0.00148497;-0.00326964;0.994575;0.024107;0.984957;1;3;1
1158.53;1618.06;-1.96551;3.81692;-0.00665024;-0.00767628;-0.000531193;-0.00642478;-0.00790174;0.994907;0.00437465;-0.00486802;0.994098;0.0226456;0.986925;1;3;1
1181.53;1618.06;-2.03996;3.84112;-0.00485777;-0.00639844;-0.000561448;-0.00467488;-0.00658133;0.992498;-2.01382e-05;6.50006e-05;0.990767;0.0248176;0.980069;1;3;1
1204.53;1618.06;-2.18959;3.9021;-0.00545587;-0.00433795;0.000443479;-0.00418339;-0.00561043;0.99664;0.000501637;-0.00186064;0.985744;0.0237384;0.98685;1;3;1
1227.53;1618.06;-2.29182;3.97571;-0.00655245;-0.000921181;0.000861475;-0.00079234;-0.00668129;0.987806;0.00622847;-0.00668094;0.994208;0.0248489;0.981975;1;3;1
1250.53;1618.06;-2.49208;3.98973;-0.00810197;-0.00457489;-0.000493297;-0.0045072;-0.00816966;0.992727;-0.00263542;0.00204347;0.990288;0.0230882;0.984159;1;3;1
1273.53;1618.06;-2.66606;4.02983;-0.00753413;-0.00630805;0.00118016;-0.0055912;-0.00825098;0.995638;-0.0035426;0.00271857;0.989296;0.0304162;0.980835;1;2;1
31.5305;1595.06;4.49545;1.76829;0.001222;-0.00437779;-0.0012735;0.00149801;-0.0046538;0.99626;0.00134289;-0.00398977;0.993626;0.0270234;0.981773;1;3;1
54.5305;1595.06;4.52353;1.75111;-0.00475224;-0.00439184;3.3472e-05;-0.00438875;-0.00475532;0.999969;0.00598545;-0.00112671;1.00004;0.0263845;0.969634;1;4;1
77.5306;1595.06;4.27609;1.91561;-0.009278;-0.0060372;0.000436984;-0.00597932;-0.00933589;0.983027;0.00444235;-0.00717485;0.995974;0.0297488;0.967762;1;3;1
100.531;1595.06;4.0945;1.90035;-0.00456065;-0.00451674;-0.000616738;-0.00392157;-0.00515583;0.996237;0.000823358;0.000944662;0.997929;0.0278738;0.983251;1;3;1
123.531;1595.06;4.0658;1.95784;-0.00309158;-0.00412959;-0.000394649;-0.00295858;-0.00426259;1.00205;-0.00168411;0.00156693;0.995664;0.0259644;0.983303;1;3;1
146.531;1595.06;3.95193;2.01338;-0.00596155;-0.00531274;0.000702009;-0.00486381;-0.00641049;0.993486;-0.00231413;-0.00783573;0.996626;0.0302146;0.97623;1;3;1
169.531;1595.06;3.79041;2.13131;-0.0065567;-0.00365449;0.000183939;-0.00364288;-0.00656832;0.990251;-0.000276938;-0.00671288;0.996249;0.0310114;0.977441;1;4;1
192.531;1595.06;3.64904;2.17522;-0.00443453;-0.00553598;6.44448e-06;-0.00443449;-0.00553602;0.998918;0.000668861;0.00482346;0.999277;0.029912;0.98418;1;4;1
215.531;1595.06;3.58592;2.20146;-0.00404286;-0.00618767;0.00289452;-0.00202847;-0.00820206;0.994675;-0.00489954;-0.00150526;0.995816;0.0320491;0.969097;1;4;1
238.531;1595.06;3.46246;2.32047;-0.00433021;-0.00525602;0.000227113;-0.0042775;-0.00530873;0.99547;0.00272001;-0.00258003;0.990389;0.0341135;0.975902;1;4;1
261.531;1595.06;3.38611;2.33002;-0.00525808;-0.00328703;-0.00139864;-0.00256158;-0.00598353;0.995093;0.00809871;0.000893809;1.00027;0.0269096;0.978867;1;3;1
284.531;1595.06;3.21994;2.34965;-0.00670885;-0.004109;-8.3169e-05;-0.00410634;-0.00671151;0.993347;-0.00103638;-0.0106228;0.997861;0.0256206;0.982925;1;3;1
307.531;1595.06;3.07642;2.39086;-0.00518635;-0.00634546;-0.001817;-0.00385871;-0.0076731;0.986579;0.00848183;0.00256014;0.994552;0.0254122;0.984155;1;3;1
330.531;1595.06;2.98073;2.38305;-0.00467491;-0.00519437;0.000511718;-0.00436078;-0.0055085;0.999738;0.00305189;-0.00205052;0.993516;0.0233665;0.984567;1;3;1
353.531;1595.06;2.86074;2.50083;-0.00484378;-0.00642571;-8.62859e-05;-0.00483909;-0.0064304;0.992845;0.00233817;0.00197321;0.997997;0.0250193;0.987977;1;4;1
376.531;1595.06;2.7572;2.50862;-0.00511059;-0.00394995;-0.000883095;-0.00347356;-0.00558698;0.999218;0.00320466;-0.00243337;1.0003;0.0249497;0.985496;1;3;1
399.531;1595.06;2.625;2.56914;-0.00696297;-0.00475101;-0.000697132;-0.00454963;-0.00716435;0.985079;0.00351263;-0.00112507;0.99789;0.0330531;0.972814;1;3;1
422.531;1595.06;2.43574;2.57182;-0.00552283;-0.00520823;-4.58434e-05;-0.00520169;-0.00552938;0.998093;-0.0026467;0.00104689;0.990056;0.0246456;0.980738;1;3;1
445.531;1595.06;2.37016;2.6566;-0.00525871;-0.00604176;0.00113003;-0.0044543;-0.00684617;0.994521;0.00873031;-0.010152;0.988278;0.0264167;0.983405;1;3;1
468.531;1595.06;2.19298;2.71463;-0.00636438;-0.00563921;0.000512861;-0.00537371;-0.00662988;0.998909;0.0015856;-0.000187952;0.990388;0.0217308;0.987417;1;3;1
491.531;1595.06;2.07637;2.74828;-0.0048364;-0.00533135;0.000449961;-0.00457035;-0.0055974;0.993408;-0.00160423;-0.000731863;0.989839;0.0251733;0.983379;1;4;1
514.531;1595.06;1.96992;2.77806;-0.0057727;-0.00422845;-0.00143063;-0.00337488;-0.00662627;0.991921;0.0101327;0.000274381;0.995919;0.0307584;0.969911;1;5;1
537.531;1595.06;1.81003;2.79365;-0.00523201;-0.00553798;-0.00139775;-0.0039789;-0.00679109;0.994975;0.0108891;-0.00145731;0.991902;0.0345072;0.981168;1;4;1
560.531;1595.06;1.72839;2.92099;-0.00503431;-0.00455749;0.000383915;-0.00434398;-0.00524782;0.99621;-0.000622701;-0.00062832;0.996484;0.0266866;0.981297;1;4;1
583.531;1595.06;1.57759;2.95209;-0.00527745;-0.00736659;-0.00122999;-0.00470833;-0.00793571;0.992503;0.00386805;-0.00495898;0.992214;0.0220659;0.98739;1;3;1
606.531;1595.06;1.48498;2.93915;-0.00669085;-0.00604372;-9.89192e-05;-0.00602894;-0.00670563;0.996226;0.00211407;0.00338345;0.994598;0.02375;0.987889;1;3;1
629.531;1595.06;1.26861;3.0763;-0.00608732;-0.00576942;-0.00156654;-0.00435379;-0.00750295;0.995659;0.00546771;0.001751;0.987597;0.0262299;0.982245;1;4;1
652.531;1595.06;1.20408;2.98887;-0.00585126;-0.00672554;-0.00167464;-0.00455765;-0.00801915;0.994001;0.00238227;0.00201397;0.990004;0.0265011;0.981331;1;3;1
675.531;1595.06;0.998652;3.05176;-0.00688607;-0.00405321;-0.000940458;-0.00376942;-0.00716986;0.996753;0.00867759;-4.92754e-05;0.996287;0.0244831;0.989083;1;3;1
698.531;1595.06;0.886159;3.06391;-0.00385632;-0.00522972;-0.00030735;-0.00379067;-0.00529537;0.995549;-0.000824474;-0.00336776;0.994077;0.0240761;0.988855;1;3;1
721.531;1595.06;0.820813;3.14957;-0.00474685;-0.00831406;0.000393529;-0.00470395;-0.00835696;0.997758;0.000546002;-0.00279578;0.989163;0.0254226;0.983211;1;3;1
744.531;1595.06;0.666838;3.2658;-0.00710615;-0.00610551;-0.000339322;-0.0060013;-0.00721036;0.987444;-0.00144178;-0.00254964;0.996506;0.0257005;0.98459;1;4;1
767.531;1595.06;0.492695;3.22721;-0.00539287;-0.00527182;-0.00162368;-0.00370754;-0.00695715;0.99753;0.00883368;-0.000912183;0.994745;0.0316819;0.97042;1;3;1
790.531;1595.06;0.418091;3.28239;-0.00587444;-0.00682222;-0.000379615;-0.00574114;-0.00695552;0.991654;-0.00130136;0.00440576;0.990375;0.0294259;0.968639;1;4;1
813.531;1595.06;0.221662;3.25697;-0.00659011;-0.00699271;-0.000968079;-0.00580262;-0.0077802;0.99117;0.00732913;-0.00532174;0.991125;0.0235228;0.985556;1;3;1
